Freq.	V(vout2)
4.38530697774970e+02	(1.50067852160484e-02dB,-1.41502038686961e+00°)
4.39541615437809e+02	(1.50768471901373e-02dB,-1.41829456469162e+00°)
4.40554863506538e+02	(1.51472328600882e-02dB,-1.42157637507898e+00°)
4.41570447353297e+02	(1.52179437228699e-02dB,-1.42486583621573e+00°)
4.42588372362611e+02	(1.52889812823735e-02dB,-1.42816296633194e+00°)
4.43608643931417e+02	(1.53603470494755e-02dB,-1.43146778370383e+00°)
4.44631267469093e+02	(1.54320425420427e-02dB,-1.43478030665390e+00°)
4.45656248397488e+02	(1.55040692849893e-02dB,-1.43810055355106e+00°)
4.46683592150947e+02	(1.55764288102811e-02dB,-1.44142854281082e+00°)
4.47713304176347e+02	(1.56491226569875e-02dB,-1.44476429289536e+00°)
4.48745389933116e+02	(1.57221523713223e-02dB,-1.44810782231369e+00°)
4.49779854893272e+02	(1.57955195066412e-02dB,-1.45145914962181e+00°)
4.50816704541444e+02	(1.58692256235177e-02dB,-1.45481829342283e+00°)
4.51855944374906e+02	(1.59432722897501e-02dB,-1.45818527236709e+00°)
4.52897579903605e+02	(1.60176610804144e-02dB,-1.46156010515233e+00°)
4.53941616650187e+02	(1.60923935778670e-02dB,-1.46494281052385e+00°)
4.54988060150032e+02	(1.61674713718134e-02dB,-1.46833340727455e+00°)
4.56036915951280e+02	(1.62428960593245e-02dB,-1.47173191424520e+00°)
4.57088189614859e+02	(1.63186692448643e-02dB,-1.47513835032451e+00°)
4.58141886714517e+02	(1.63947925403450e-02dB,-1.47855273444926e+00°)
4.59198012836852e+02	(1.64712675651509e-02dB,-1.48197508560449e+00°)
4.60256573581340e+02	(1.65480959461606e-02dB,-1.48540542282361e+00°)
4.61317574560363e+02	(1.66252793177979e-02dB,-1.48884376518858e+00°)
4.62381021399244e+02	(1.67028193220714e-02dB,-1.49229013182998e+00°)
4.63446919736271e+02	(1.67807176086002e-02dB,-1.49574454192723e+00°)
4.64515275222733e+02	(1.68589758346341e-02dB,-1.49920701470871e+00°)
4.65586093522942e+02	(1.69375956651260e-02dB,-1.50267756945190e+00°)
4.66659380314272e+02	(1.70165787727400e-02dB,-1.50615622548354e+00°)
4.67735141287181e+02	(1.70959268378816e-02dB,-1.50964300217976e+00°)
4.68813382145248e+02	(1.71756415487695e-02dB,-1.51313791896623e+00°)
4.69894108605198e+02	(1.72557246014327e-02dB,-1.51664099531831e+00°)
4.70977326396936e+02	(1.73361776997748e-02dB,-1.52015225076123e+00°)
4.72063041263573e+02	(1.74170025555867e-02dB,-1.52367170487019e+00°)
4.73151258961463e+02	(1.74982008886026e-02dB,-1.52719937727054e+00°)
4.74241985260227e+02	(1.75797744265227e-02dB,-1.53073528763792e+00°)
4.75335225942788e+02	(1.76617249050904e-02dB,-1.53427945569841e+00°)
4.76430986805398e+02	(1.77440540680417e-02dB,-1.53783190122870e+00°)
4.77529273657673e+02	(1.78267636672381e-02dB,-1.54139264405623e+00°)
4.78630092322621e+02	(1.79098554626546e-02dB,-1.54496170405933e+00°)
4.79733448636671e+02	(1.79933312224338e-02dB,-1.54853910116738e+00°)
4.80839348449711e+02	(1.80771927228985e-02dB,-1.55212485536098e+00°)
4.81947797625110e+02	(1.81614417486315e-02dB,-1.55571898667210e+00°)
4.83058802039755e+02	(1.82460800924776e-02dB,-1.55932151518421e+00°)
4.84172367584081e+02	(1.83311095555913e-02dB,-1.56293246103250e+00°)
4.85288500162103e+02	(1.84165319474851e-02dB,-1.56655184440394e+00°)
4.86407205691443e+02	(1.85023490860880e-02dB,-1.57017968553751e+00°)
4.87528490103368e+02	(1.85885627977099e-02dB,-1.57381600472436e+00°)
4.88652359342815e+02	(1.86751749171766e-02dB,-1.57746082230791e+00°)
4.89778819368428e+02	(1.87621872877924e-02dB,-1.58111415868408e+00°)
4.90907876152585e+02	(1.88496017614423e-02dB,-1.58477603430141e+00°)
4.92039535681432e+02	(1.89374201985621e-02dB,-1.58844646966120e+00°)
4.93173803954917e+02	(1.90256444682468e-02dB,-1.59212548531771e+00°)
4.94310686986817e+02	(1.91142764482511e-02dB,-1.59581310187835e+00°)
4.95450190804772e+02	(1.92033180250439e-02dB,-1.59950934000374e+00°)
4.96592321450317e+02	(1.92927710938322e-02dB,-1.60321422040798e+00°)
4.97737084978917e+02	(1.93826375586267e-02dB,-1.60692776385874e+00°)
4.98884487459993e+02	(1.94729193322620e-02dB,-1.61064999117748e+00°)
5.00034534976960e+02	(1.95636183364661e-02dB,-1.61438092323958e+00°)
5.01187233627253e+02	(1.96547365018517e-02dB,-1.61812058097448e+00°)
5.02342589522368e+02	(1.97462757680009e-02dB,-1.62186898536596e+00°)
5.03500608787886e+02	(1.98382380834987e-02dB,-1.62562615745215e+00°)
5.04661297563509e+02	(1.99306254059762e-02dB,-1.62939211832581e+00°)
5.05824662003095e+02	(2.00234397021371e-02dB,-1.63316688913447e+00°)
5.06990708274685e+02	(2.01166829477918e-02dB,-1.63695049108058e+00°)
5.08159442560541e+02	(2.02103571279690e-02dB,-1.64074294542170e+00°)
5.09330871057176e+02	(2.03044642368526e-02dB,-1.64454427347067e+00°)
5.10504999975387e+02	(2.03990062779055e-02dB,-1.64835449659577e+00°)
5.11681835540288e+02	(2.04939852638853e-02dB,-1.65217363622089e+00°)
5.12861383991345e+02	(2.05894032168928e-02dB,-1.65600171382573e+00°)
5.14043651582406e+02	(2.06852621683995e-02dB,-1.65983875094594e+00°)
5.15228644581737e+02	(2.07815641593149e-02dB,-1.66368476917332e+00°)
5.16416369272051e+02	(2.08783112400141e-02dB,-1.66753979015595e+00°)
5.17606831950548e+02	(2.09755054703922e-02dB,-1.67140383559846e+00°)
5.18800038928941e+02	(2.10731489199006e-02dB,-1.67527692726208e+00°)
5.19995996533496e+02	(2.11712436675885e-02dB,-1.67915908696491e+00°)
5.21194711105060e+02	(2.12697918021658e-02dB,-1.68305033658210e+00°)
5.22396188999100e+02	(2.13687954220253e-02dB,-1.68695069804594e+00°)
5.23600436585730e+02	(2.14682566353157e-02dB,-1.69086019334614e+00°)
5.24807460249752e+02	(2.15681775599497e-02dB,-1.69477884452996e+00°)
5.26017266390686e+02	(2.16685603236811e-02dB,-1.69870667370239e+00°)
5.27229861422802e+02	(2.17694070641376e-02dB,-1.70264370302634e+00°)
5.28445251775160e+02	(2.18707199288792e-02dB,-1.70658995472283e+00°)
5.29663443891637e+02	(2.19725010754227e-02dB,-1.71054545107116e+00°)
5.30884444230967e+02	(2.20747526712925e-02dB,-1.71451021440911e+00°)
5.32108259266773e+02	(2.21774768940918e-02dB,-1.71848426713310e+00°)
5.33334895487600e+02	(2.22806759315369e-02dB,-1.72246763169840e+00°)
5.34564359396951e+02	(2.23843519814735e-02dB,-1.72646033061930e+00°)
5.35796657513320e+02	(2.24885072519916e-02dB,-1.73046238646930e+00°)
5.37031796370232e+02	(2.25931439613797e-02dB,-1.73447382188131e+00°)
5.38269782516267e+02	(2.26982643382652e-02dB,-1.73849465954781e+00°)
5.39510622515106e+02	(2.28038706216241e-02dB,-1.74252492222109e+00°)
5.40754322945559e+02	(2.29099650608042e-02dB,-1.74656463271338e+00°)
5.42000890401602e+02	(2.30165499156135e-02dB,-1.75061381389707e+00°)
5.43250331492412e+02	(2.31236274563356e-02dB,-1.75467248870495e+00°)
5.44502652842399e+02	(2.32311999638357e-02dB,-1.75874068013025e+00°)
5.45757861091249e+02	(2.33392697295159e-02dB,-1.76281841122706e+00°)
5.47015962893950e+02	(2.34478390554675e-02dB,-1.76690570511031e+00°)
5.48276964920832e+02	(2.35569102544341e-02dB,-1.77100258495612e+00°)
5.49540873857602e+02	(2.36664856499369e-02dB,-1.77510907400186e+00°)
5.50807696405381e+02	(2.37765675762510e-02dB,-1.77922519554648e+00°)
5.52077439280735e+02	(2.38871583785212e-02dB,-1.78335097295064e+00°)
5.53350109215714e+02	(2.39982604127633e-02dB,-1.78748642963689e+00°)
5.54625712957888e+02	(2.41098760459567e-02dB,-1.79163158908990e+00°)
5.55904257270381e+02	(2.42220076560477e-02dB,-1.79578647485669e+00°)
5.57185748931907e+02	(2.43346576320535e-02dB,-1.79995111054674e+00°)
5.58470194736808e+02	(2.44478283740750e-02dB,-1.80412551983229e+00°)
5.59757601495087e+02	(2.45615222933586e-02dB,-1.80830972644848e+00°)
5.61047976032448e+02	(2.46757418123686e-02dB,-1.81250375419359e+00°)
5.62341325190326e+02	(2.47904893647987e-02dB,-1.81670762692920e+00°)
5.63637655825931e+02	(2.49057673956774e-02dB,-1.82092136858045e+00°)
5.64936974812279e+02	(2.50215783613599e-02dB,-1.82514500313622e+00°)
5.66239289038230e+02	(2.51379247296355e-02dB,-1.82937855464933e+00°)
5.67544605408524e+02	(2.52548089797545e-02dB,-1.83362204723675e+00°)
5.68852930843818e+02	(2.53722336024752e-02dB,-1.83787550507983e+00°)
5.70164272280724e+02	(2.54902011001408e-02dB,-1.84213895242448e+00°)
5.71478636671843e+02	(2.56087139867254e-02dB,-1.84641241358139e+00°)
5.72796030985805e+02	(2.57277747878638e-02dB,-1.85069591292628e+00°)
5.74116462207304e+02	(2.58473860409474e-02dB,-1.85498947490004e+00°)
5.75439937337133e+02	(2.59675502951525e-02dB,-1.85929312400901e+00°)
5.76766463392227e+02	(2.60882701114919e-02dB,-1.86360688482517e+00°)
5.78096047405694e+02	(2.62095480628909e-02dB,-1.86793078198634e+00°)
5.79428696426857e+02	(2.63313867342293e-02dB,-1.87226484019641e+00°)
5.80764417521288e+02	(2.64537887224081e-02dB,-1.87660908422556e+00°)
5.82103217770847e+02	(2.65767566363623e-02dB,-1.88096353891050e+00°)
5.83445104273720e+02	(2.67002930972025e-02dB,-1.88532822915462e+00°)
5.84790084144456e+02	(2.68244007381969e-02dB,-1.88970317992830e+00°)
5.86138164514004e+02	(2.69490822048400e-02dB,-1.89408841626907e+00°)
5.87489352529752e+02	(2.70743401549556e-02dB,-1.89848396328184e+00°)
5.88843655355564e+02	(2.72001772586941e-02dB,-1.90288984613914e+00°)
5.90201080171819e+02	(2.73265961986320e-02dB,-1.90730609008135e+00°)
5.91561634175449e+02	(2.74535996698033e-02dB,-1.91173272041692e+00°)
5.92925324579975e+02	(2.75811903797990e-02dB,-1.91616976252253e+00°)
5.94292158615547e+02	(2.77093710487703e-02dB,-1.92061724184345e+00°)
5.95662143528985e+02	(2.78381444095117e-02dB,-1.92507518389366e+00°)
5.97035286583812e+02	(2.79675132075608e-02dB,-1.92954361425612e+00°)
5.98411595060294e+02	(2.80974802011718e-02dB,-1.93402255858299e+00°)
5.99791076255484e+02	(2.82280481614574e-02dB,-1.93851204259588e+00°)
6.01173737483252e+02	(2.83592198724063e-02dB,-1.94301209208604e+00°)
6.02559586074332e+02	(2.84909981309485e-02dB,-1.94752273291466e+00°)
6.03948629376354e+02	(2.86233857470225e-02dB,-1.95204399101305e+00°)
6.05340874753888e+02	(2.87563855436443e-02dB,-1.95657589238288e+00°)
6.06736329588479e+02	(2.88900003569386e-02dB,-1.96111846309645e+00°)
6.08135001278692e+02	(2.90242330362394e-02dB,-1.96567172929690e+00°)
6.09536897240143e+02	(2.91590864441086e-02dB,-1.97023571719846e+00°)
6.10942024905546e+02	(2.92945634564555e-02dB,-1.97481045308667e+00°)
6.12350391724747e+02	(2.94306669625279e-02dB,-1.97939596331867e+00°)
6.13762005164768e+02	(2.95673998650499e-02dB,-1.98399227432339e+00°)
6.15176872709842e+02	(2.97047650802159e-02dB,-1.98859941260180e+00°)
6.16595001861455e+02	(2.98427655378111e-02dB,-1.99321740472717e+00°)
6.18016400138389e+02	(2.99814041812234e-02dB,-1.99784627734537e+00°)
6.19441075076754e+02	(3.01206839675612e-02dB,-2.00248605717498e+00°)
6.20869034230037e+02	(3.02606078676654e-02dB,-2.00713677100767e+00°)
6.22300285169132e+02	(3.04011788662123e-02dB,-2.01179844570836e+00°)
6.23734835482392e+02	(3.05423999617632e-02dB,-2.01647110821556e+00°)
6.25172692775659e+02	(3.06842741668328e-02dB,-2.02115478554152e+00°)
6.26613864672308e+02	(3.08268045079492e-02dB,-2.02584950477253e+00°)
6.28058358813291e+02	(3.09699940257172e-02dB,-2.03055529306922e+00°)
6.29506182857170e+02	(3.11138457748999e-02dB,-2.03527217766673e+00°)
6.30957344480166e+02	(3.12583628244783e-02dB,-2.04000018587501e+00°)
6.32411851376192e+02	(3.14035482576999e-02dB,-2.04473934507908e+00°)
6.33869711256899e+02	(3.15494051721786e-02dB,-2.04948968273928e+00°)
6.35330931851716e+02	(3.16959366799258e-02dB,-2.05425122639155e+00°)
6.36795520907888e+02	(3.18431459074641e-02dB,-2.05902400364762e+00°)
6.38263486190521e+02	(3.19910359958389e-02dB,-2.06380804219537e+00°)
6.39734835482620e+02	(3.21396101007375e-02dB,-2.06860336979903e+00°)
6.41209576585133e+02	(3.22888713925224e-02dB,-2.07341001429945e+00°)
6.42687717316991e+02	(3.24388230563169e-02dB,-2.07822800361441e+00°)
6.44169265515149e+02	(3.25894682920810e-02dB,-2.08305736573882e+00°)
6.45654229034627e+02	(3.27408103146589e-02dB,-2.08789812874504e+00°)
6.47142615748554e+02	(3.28928523538676e-02dB,-2.09275032078311e+00°)
6.48634433548210e+02	(3.30455976545656e-02dB,-2.09761397008106e+00°)
6.50129690343062e+02	(3.31990494767071e-02dB,-2.10248910494519e+00°)
6.51628394060814e+02	(3.33532110954412e-02dB,-2.10737575376025e+00°)
6.53130552647443e+02	(3.35080858011412e-02dB,-2.11227394498985e+00°)
6.54636174067246e+02	(3.36636768995418e-02dB,-2.11718370717662e+00°)
6.56145266302876e+02	(3.38199877117264e-02dB,-2.12210506894256e+00°)
6.57657837355391e+02	(3.39770215742815e-02dB,-2.12703805898930e+00°)
6.59173895244292e+02	(3.41347818393161e-02dB,-2.13198270609834e+00°)
6.60693448007566e+02	(3.42932718745380e-02dB,-2.13693903913141e+00°)
6.62216503701732e+02	(3.44524950633782e-02dB,-2.14190708703067e+00°)
6.63743070401879e+02	(3.46124548049771e-02dB,-2.14688687881905e+00°)
6.65273156201711e+02	(3.47731545143510e-02dB,-2.15187844360052e+00°)
6.66806769213592e+02	(3.49345976224011e-02dB,-2.15688181056035e+00°)
6.68343917568584e+02	(3.50967875760228e-02dB,-2.16189700896544e+00°)
6.69884609416496e+02	(3.52597278381428e-02dB,-2.16692406816461e+00°)
6.71428852925922e+02	(3.54234218878594e-02dB,-2.17196301758882e+00°)
6.72976656284287e+02	(3.55878732204528e-02dB,-2.17701388675157e+00°)
6.74528027697891e+02	(3.57530853474900e-02dB,-2.18207670524910e+00°)
6.76082975391951e+02	(3.59190617969242e-02dB,-2.18715150276071e+00°)
6.77641507610644e+02	(3.60858061130995e-02dB,-2.19223830904914e+00°)
6.79203632617154e+02	(3.62533218569323e-02dB,-2.19733715396071e+00°)
6.80769358693710e+02	(3.64216126058821e-02dB,-2.20244806742577e+00°)
6.82338694141638e+02	(3.65906819541188e-02dB,-2.20757107945890e+00°)
6.83911647281398e+02	(3.67605335125417e-02dB,-2.21270622015926e+00°)
6.85488226452630e+02	(3.69311709088909e-02dB,-2.21785351971089e+00°)
6.87068440014201e+02	(3.71025977877890e-02dB,-2.22301300838301e+00°)
6.88652296344244e+02	(3.72748178108860e-02dB,-2.22818471653030e+00°)
6.90239803840210e+02	(3.74478346568708e-02dB,-2.23336867459326e+00°)
6.91830970918905e+02	(3.76216520215897e-02dB,-2.23856491309849e+00°)
6.93425806016537e+02	(3.77962736181181e-02dB,-2.24377346265899e+00°)
6.95024317588765e+02	(3.79717031768391e-02dB,-2.24899435397449e+00°)
6.96626514110736e+02	(3.81479444455350e-02dB,-2.25422761783178e+00°)
6.98232404077139e+02	(3.83250011894469e-02dB,-2.25947328510498e+00°)
6.99841996002241e+02	(3.85028771913886e-02dB,-2.26473138675590e+00°)
7.01455298419939e+02	(3.86815762518045e-02dB,-2.27000195383434e+00°)
7.03072319883801e+02	(3.88611021888581e-02dB,-2.27528501747842e+00°)
7.04693068967114e+02	(3.90414588385151e-02dB,-2.28058060891489e+00°)
7.06317554262929e+02	(3.92226500546587e-02dB,-2.28588875945945e+00°)
7.07945784384105e+02	(3.94046797090917e-02dB,-2.29120950051711e+00°)
7.09577767963356e+02	(3.95875516917265e-02dB,-2.29654286358247e+00°)
7.11213513653296e+02	(3.97712699105874e-02dB,-2.30188888024008e+00°)
7.12853030126486e+02	(3.99558382919600e-02dB,-2.30724758216475e+00°)
7.14496326075480e+02	(4.01412607803974e-02dB,-2.31261900112193e+00°)
7.16143410212868e+02	(4.03275413389001e-02dB,-2.31800316896795e+00°)
7.17794291271328e+02	(4.05146839489293e-02dB,-2.32340011765045e+00°)
7.19448978003666e+02	(4.07026926105242e-02dB,-2.32880987920866e+00°)
7.21107479182866e+02	(4.08915713423972e-02dB,-2.33423248577378e+00°)
7.22769803602136e+02	(4.10813241820050e-02dB,-2.33966796956928e+00°)
7.24435960074956e+02	(4.12719551856420e-02dB,-2.34511636291126e+00°)
7.26105957435120e+02	(4.14634684285342e-02dB,-2.35057769820879e+00°)
7.27779804536790e+02	(4.16558680049247e-02dB,-2.35605200796427e+00°)
7.29457510254534e+02	(4.18491580281636e-02dB,-2.36153932477375e+00°)
7.31139083483383e+02	(4.20433426307978e-02dB,-2.36703968132731e+00°)
7.32824533138869e+02	(4.22384259646483e-02dB,-2.37255311040940e+00°)
7.34513868157080e+02	(4.24344122009544e-02dB,-2.37807964489916e+00°)
7.36207097494701e+02	(4.26313055303796e-02dB,-2.38361931777084e+00°)
7.37904230129066e+02	(4.28291101631881e-02dB,-2.38917216209405e+00°)
7.39605275058203e+02	(4.30278303292703e-02dB,-2.39473821103429e+00°)
7.41310241300882e+02	(4.32274702782799e-02dB,-2.40031749785310e+00°)
7.43019137896666e+02	(4.34280342797026e-02dB,-2.40591005590860e+00°)
7.44731973905953e+02	(4.36295266229672e-02dB,-2.41151591865575e+00°)
7.46448758410031e+02	(4.38319516175356e-02dB,-2.41713511964676e+00°)
7.48169500511118e+02	(4.40353135929795e-02dB,-2.42276769253141e+00°)
7.49894209332420e+02	(4.42396168990948e-02dB,-2.42841367105750e+00°)
7.51622894018169e+02	(4.44448659059860e-02dB,-2.43407308907113e+00°)
7.53355563733681e+02	(4.46510650041920e-02dB,-2.43974598051715e+00°)
7.55092227665398e+02	(4.48582186047281e-02dB,-2.44543237943948e+00°)
7.56832895020938e+02	(4.50663311392269e-02dB,-2.45113231998150e+00°)
7.58577575029147e+02	(4.52754070600229e-02dB,-2.45684583638646e+00°)
7.60326276940145e+02	(4.54854508402465e-02dB,-2.46257296299783e+00°)
7.62079010025375e+02	(4.56964669739355e-02dB,-2.46831373425963e+00°)
7.63835783577654e+02	(4.59084599760929e-02dB,-2.47406818471698e+00°)
7.65596606911219e+02	(4.61214343828632e-02dB,-2.47983634901631e+00°)
7.67361489361782e+02	(4.63353947515571e-02dB,-2.48561826190580e+00°)
7.69130440286572e+02	(4.65503456607728e-02dB,-2.49141395823587e+00°)
7.70903469064392e+02	(4.67662917105388e-02dB,-2.49722347295939e+00°)
7.72680585095665e+02	(4.69832375223394e-02dB,-2.50304684113225e+00°)
7.74461797802481e+02	(4.72011877392863e-02dB,-2.50888409791366e+00°)
7.76247116628654e+02	(4.74201470261874e-02dB,-2.51473527856657e+00°)
7.78036551039766e+02	(4.76401200696693e-02dB,-2.52060041845804e+00°)
7.79830110523221e+02	(4.78611115782243e-02dB,-2.52647955305974e+00°)
7.81627804588291e+02	(4.80831262823899e-02dB,-2.53237271794825e+00°)
7.83429642766173e+02	(4.83061689348158e-02dB,-2.53827994880548e+00°)
7.85235634610033e+02	(4.85302443103678e-02dB,-2.54420128141916e+00°)
7.87045789695060e+02	(4.87553572062272e-02dB,-2.55013675168318e+00°)
7.88860117618516e+02	(4.89815124420293e-02dB,-2.55608639559800e+00°)
7.90678627999786e+02	(4.92087148599201e-02dB,-2.56205024927113e+00°)
7.92501330480433e+02	(4.94369693247126e-02dB,-2.56802834891743e+00°)
7.94328234724242e+02	(4.96662807239617e-02dB,-2.57402073085969e+00°)
7.96159350417279e+02	(4.98966539680765e-02dB,-2.58002743152890e+00°)
7.97994687267937e+02	(5.01280939904452e-02dB,-2.58604848746479e+00°)
7.99834255006989e+02	(5.03606057475353e-02dB,-2.59208393531618e+00°)
8.01678063387639e+02	(5.05941942189782e-02dB,-2.59813381184145e+00°)
8.03526122185577e+02	(5.08288644077134e-02dB,-2.60419815390897e+00°)
8.05378441199027e+02	(5.10646213401054e-02dB,-2.61027699849750e+00°)
8.07235030248798e+02	(5.13014700660112e-02dB,-2.61637038269666e+00°)
8.09095899178342e+02	(5.15394156589235e-02dB,-2.62247834370736e+00°)
8.10961057853800e+02	(5.17784632160843e-02dB,-2.62860091884224e+00°)
8.12830516164059e+02	(5.20186178585936e-02dB,-2.63473814552610e+00°)
8.14704284020799e+02	(5.22598847314821e-02dB,-2.64089006129637e+00°)
8.16582371358552e+02	(5.25022690039158e-02dB,-2.64705670380354e+00°)
8.18464788134749e+02	(5.27457758692167e-02dB,-2.65323811081162e+00°)
8.20351544329777e+02	(5.29904105450250e-02dB,-2.65943432019860e+00°)
8.22242649947030e+02	(5.32361782734233e-02dB,-2.66564536995685e+00°)
8.24138115012961e+02	(5.34830843210064e-02dB,-2.67187129819367e+00°)
8.26037949577137e+02	(5.37311339790512e-02dB,-2.67811214313166e+00°)
8.27942163712293e+02	(5.39803325636079e-02dB,-2.68436794310926e+00°)
8.29850767514381e+02	(5.42306854156020e-02dB,-2.69063873658118e+00°)
8.31763771102629e+02	(5.44821979009963e-02dB,-2.69692456211882e+00°)
8.33681184619592e+02	(5.47348754108566e-02dB,-2.70322545841082e+00°)
8.35603018231206e+02	(5.49887233615172e-02dB,-2.70954146426351e+00°)
8.37529282126840e+02	(5.52437471946733e-02dB,-2.71587261860135e+00°)
8.39459986519355e+02	(5.54999523775036e-02dB,-2.72221896046746e+00°)
8.41395141645152e+02	(5.57573444028282e-02dB,-2.72858052902404e+00°)
8.43334757764233e+02	(5.60159287891583e-02dB,-2.73495736355290e+00°)
8.45278845160247e+02	(5.62757110808915e-02dB,-2.74134950345594e+00°)
8.47227414140553e+02	(5.65366968483867e-02dB,-2.74775698825563e+00°)
8.49180475036271e+02	(5.67988916881207e-02dB,-2.75417985759549e+00°)
8.51138038202333e+02	(5.70623012227745e-02dB,-2.76061815124061e+00°)
8.53100114017546e+02	(5.73269311014050e-02dB,-2.76707190907810e+00°)
8.55066712884640e+02	(5.75927869995154e-02dB,-2.77354117111770e+00°)
8.57037845230326e+02	(5.78598746192480e-02dB,-2.78002597749209e+00°)
8.59013521505352e+02	(5.81281996894411e-02dB,-2.78652636845758e+00°)
8.60993752184556e+02	(5.83977679658136e-02dB,-2.79304238439456e+00°)
8.62978547766926e+02	(5.86685852310488e-02dB,-2.79957406580794e+00°)
8.64967918775649e+02	(5.89406572949515e-02dB,-2.80612145332775e+00°)
8.66961875758172e+02	(5.92139899945721e-02dB,-2.81268458770963e+00°)
8.68960429286257e+02	(5.94885891943329e-02dB,-2.81926350983532e+00°)
8.70963589956036e+02	(5.97644607861438e-02dB,-2.82585826071325e+00°)
8.72971368388067e+02	(6.00416106895655e-02dB,-2.83246888147897e+00°)
8.74983775227391e+02	(6.03200448519127e-02dB,-2.83909541339576e+00°)
8.77000821143589e+02	(6.05997692483982e-02dB,-2.84573789785511e+00°)
8.79022516830839e+02	(6.08807898822743e-02dB,-2.85239637637729e+00°)
8.81048873007968e+02	(6.11631127849437e-02dB,-2.85907089061186e+00°)
8.83079900418517e+02	(6.14467440161031e-02dB,-2.86576148233823e+00°)
8.85115609830790e+02	(6.17316896639069e-02dB,-2.87246819346616e+00°)
8.87156012037915e+02	(6.20179558450591e-02dB,-2.87919106603637e+00°)
8.89201117857902e+02	(6.23055487049634e-02dB,-2.88593014222104e+00°)
8.91250938133699e+02	(6.25944744178833e-02dB,-2.89268546432440e+00°)
8.93305483733249e+02	(6.28847391870486e-02dB,-2.89945707478320e+00°)
8.95364765549547e+02	(6.31763492448051e-02dB,-2.90624501616740e+00°)
8.97428794500702e+02	(6.34693108527670e-02dB,-2.91304933118064e+00°)
8.99497581529988e+02	(6.37636303019431e-02dB,-2.91987006266079e+00°)
9.01571137605910e+02	(6.40593139128643e-02dB,-2.92670725358061e+00°)
9.03649473722254e+02	(6.43563680357556e-02dB,-2.93356094704822e+00°)
9.05732600898153e+02	(6.46547990506473e-02dB,-2.94043118630774e+00°)
9.07820530178138e+02	(6.49546133675396e-02dB,-2.94731801473985e+00°)
9.09913272632204e+02	(6.52558174265520e-02dB,-2.95422147586233e+00°)
9.12010839355862e+02	(6.55584176980257e-02dB,-2.96114161333072e+00°)
9.14113241470202e+02	(6.58624206827054e-02dB,-2.96807847093884e+00°)
9.16220490121951e+02	(6.61678329118860e-02dB,-2.97503209261944e+00°)
9.18332596483532e+02	(6.64746609475419e-02dB,-2.98200252244471e+00°)
9.20449571753123e+02	(6.67829113824615e-02dB,-2.98898980462698e+00°)
9.22571427154714e+02	(6.70925908404306e-02dB,-2.99599398351924e+00°)
9.24698173938174e+02	(6.74037059763685e-02dB,-3.00301510361577e+00°)
9.26829823379300e+02	(6.77162634764544e-02dB,-3.01005320955277e+00°)
9.28966386779887e+02	(6.80302700582952e-02dB,-3.01710834610895e+00°)
9.31107875467781e+02	(6.83457324710776e-02dB,-3.02418055820613e+00°)
9.33254300796942e+02	(6.86626574957261e-02dB,-3.03126989090989e+00°)
9.35405674147502e+02	(6.89810519450092e-02dB,-3.03837638943017e+00°)
9.37562006925830e+02	(6.93009226637805e-02dB,-3.04550009912191e+00°)
9.39723310564588e+02	(6.96222765290336e-02dB,-3.05264106548565e+00°)
9.41889596522791e+02	(6.99451204501160e-02dB,-3.05979933416821e+00°)
9.44060876285873e+02	(7.02694613688788e-02dB,-3.06697495096330e+00°)
9.46237161365743e+02	(7.05953062598122e-02dB,-3.07416796181211e+00°)
9.48418463300847e+02	(7.09226621302065e-02dB,-3.08137841280411e+00°)
9.50604793656231e+02	(7.12515360203441e-02dB,-3.08860635017746e+00°)
9.52796164023601e+02	(7.15819350035805e-02dB,-3.09585182031990e+00°)
9.54992586021385e+02	(7.19138661866115e-02dB,-3.10311486976921e+00°)
9.57194071294793e+02	(7.22473367095126e-02dB,-3.11039554521405e+00°)
9.59400631515882e+02	(7.25823537460036e-02dB,-3.11769389349445e+00°)
9.61612278383613e+02	(7.29189245035506e-02dB,-3.12500996160260e+00°)
9.63829023623919e+02	(7.32570562235311e-02dB,-3.13234379668347e+00°)
9.66050878989761e+02	(7.35967561814346e-02dB,-3.13969544603547e+00°)
9.68277856261197e+02	(7.39380316869706e-02dB,-3.14706495711116e+00°)
9.70509967245437e+02	(7.42808900842927e-02dB,-3.15445237751794e+00°)
9.72747223776913e+02	(7.46253387520996e-02dB,-3.16185775501867e+00°)
9.74989637717334e+02	(7.49713851038679e-02dB,-3.16928113753249e+00°)
9.77237220955758e+02	(7.53190365879715e-02dB,-3.17672257313534e+00°)
9.79489985408646e+02	(7.56683006878609e-02dB,-3.18418211006082e+00°)
9.81747943019931e+02	(7.60191849222396e-02dB,-3.19165979670079e+00°)
9.84011105761080e+02	(7.63716968452253e-02dB,-3.19915568160613e+00°)
9.86279485631157e+02	(7.67258440465358e-02dB,-3.20666981348742e+00°)
9.88553094656885e+02	(7.70816341516289e-02dB,-3.21420224121566e+00°)
9.90831944892714e+02	(7.74390748219046e-02dB,-3.22175301382303e+00°)
9.93116048420880e+02	(7.77981737548603e-02dB,-3.22932218050355e+00°)
9.95405417351473e+02	(7.81589386842864e-02dB,-3.23690979061384e+00°)
9.97700063822499e+02	(7.85213773803966e-02dB,-3.24451589367390e+00°)
